transaction_id,customer_id,account_id,transaction_type,amount,transaction_date,status
T05619,39,41,Transfer,203926.32,2024-12-15,Completed
T05620,124,239,Deposit,1222620.6,2024-06-25,Failed
T05621,414,669,Transfer,1350905.64,2025-04-23,Completed
T05622,56,8,Transfer,2274006.77,2025-02-26,Completed
T05623,282,21,Deposit,1414698.55,2025-06-21,Pending
T05624,477,606,Transfer,299564.5,2022-11-02,Completed
T05625,476,164,Transfer,1114008.63,2025-07-28,Completed
T05626,69,565,Deposit,119464.72,2023-12-19,Pending
T05627,261,631,Transfer,296822.65,2023-02-15,Failed
T05628,425,148,Withdrawal,3753513.61,2023-09-06,Failed
T05629,62,477,Deposit,1174969.73,2024-09-01,Failed
T05630,128,572,Bill Payment,15187.23,2025-05-04,Pending
T05631,207,262,Bill Payment,20548.14,2024-10-06,Completed
T05632,82,383,Deposit,1983715.64,2024-10-22,Pending
T05633,425,148,Withdrawal,1448773.42,2023-06-26,Pending
T05634,74,662,Withdrawal,862784.32,2023-09-10,Completed
T05635,267,111,Deposit,71374.35,2024-07-04,Pending
T05636,400,392,Bill Payment,10011.75,2025-04-25,Pending
T05637,384,221,Deposit,950044.84,2023-05-14,Completed
T05638,267,560,Bill Payment,44920.22,2025-03-28,Failed
T05639,388,174,Deposit,1868533.11,2023-07-14,Completed
T05640,32,36,Deposit,1189316.36,2025-05-30,Completed
T05641,63,401,Bill Payment,72172.03,2025-07-25,Completed
T05642,454,585,Transfer,590183.33,2024-12-06,Failed
T05643,59,598,Deposit,20447.81,2023-11-19,Pending
T05644,48,488,Transfer,90560.18,2023-06-22,Completed
T05645,45,507,Withdrawal,683670.9,2025-09-04,Failed
T05646,201,13,Deposit,1597160.86,2024-03-20,Completed
T05647,261,631,Bill Payment,9038.58,2024-09-08,Completed
T05648,13,671,Bill Payment,17249.35,2025-04-18,Completed
T05649,374,112,Withdrawal,2703138.79,2025-04-09,Pending
T05650,234,580,Deposit,1486617.19,2023-01-19,Pending
T05651,404,78,Bill Payment,49611.86,2023-09-27,Completed
T05652,228,123,Deposit,1608627.82,2024-05-14,Pending
T05653,89,324,Transfer,2230572.8,2024-05-25,Completed
T05654,324,508,Deposit,1139174.1,2023-04-28,Failed
T05655,115,71,Bill Payment,83440.04,2023-03-22,Pending
T05656,13,263,Transfer,735012.78,2022-10-30,Completed
T05657,36,149,Withdrawal,3798121.78,2023-08-15,Pending
T05658,274,135,Withdrawal,1803369.01,2024-12-25,Completed
T05659,38,664,Bill Payment,1638.14,2024-11-26,Pending
T05660,216,186,Withdrawal,4556936.09,2025-09-02,Pending
T05661,303,85,Withdrawal,4771794.94,2024-07-18,Failed
T05662,239,18,Transfer,915620.18,2023-05-25,Pending
T05663,262,486,Withdrawal,1879762.29,2025-05-02,Completed
T05664,421,214,Withdrawal,2103910.63,2023-03-03,Failed
T05665,341,362,Transfer,283572.94,2023-07-07,Completed
T05666,57,482,Bill Payment,7982.39,2024-10-13,Pending
T05667,426,618,Transfer,2160740.19,2025-05-16,Completed
T05668,183,694,Withdrawal,1352471.61,2025-04-23,Pending
T05669,185,368,Transfer,336284.3,2022-12-04,Completed
T05670,274,135,Deposit,213048.12,2025-01-07,Failed
T05671,400,114,Transfer,2865270.33,2024-11-24,Failed
T05672,163,596,Deposit,341873.7,2023-04-05,Pending
T05673,498,554,Bill Payment,99337.44,2023-02-26,Failed
T05674,217,293,Bill Payment,25604.4,2024-10-23,Failed
T05675,262,439,Bill Payment,12777.48,2025-07-25,Pending
T05676,41,389,Deposit,1815755.28,2023-04-25,Failed
T05677,296,539,Transfer,936228.67,2025-04-29,Pending
T05678,226,25,Withdrawal,2192171.67,2025-01-19,Failed
T05679,463,571,Deposit,1953453.01,2022-10-06,Completed
T05680,328,586,Deposit,981646.04,2025-08-24,Failed
T05681,497,581,Withdrawal,429684.41,2025-07-09,Pending
T05682,118,45,Deposit,807626.01,2024-08-05,Failed
T05683,56,542,Withdrawal,1965797.57,2024-12-23,Failed
T05684,174,641,Withdrawal,4168195.01,2024-07-19,Pending
T05685,320,236,Transfer,1621227.15,2024-05-02,Failed
T05686,388,448,Transfer,1347417.59,2022-12-11,Completed
T05687,151,517,Withdrawal,587224.51,2025-09-22,Failed
T05688,378,541,Bill Payment,31924.26,2025-01-05,Pending
T05689,35,192,Withdrawal,3572365.08,2024-08-01,Completed
T05690,119,173,Deposit,1995743.21,2023-09-26,Completed
T05691,267,504,Withdrawal,4331233.4,2024-10-22,Pending
T05692,364,337,Deposit,1757359.13,2024-05-19,Completed
T05693,137,3,Deposit,41732.05,2024-04-01,Failed
T05694,193,532,Bill Payment,24941.82,2025-04-07,Pending
T05695,448,413,Bill Payment,24003.34,2025-09-21,Completed
T05696,330,627,Deposit,7215.7,2025-03-17,Failed
T05697,328,586,Deposit,243075.5,2023-03-05,Completed
T05698,72,416,Deposit,46773.74,2024-07-26,Completed
T05699,102,394,Withdrawal,4102179.5,2023-04-30,Completed
T05700,45,507,Withdrawal,4669160.21,2023-11-04,Failed
T05701,163,596,Bill Payment,74027.26,2024-10-15,Failed
T05702,14,46,Bill Payment,989.75,2023-10-01,Failed
T05703,288,345,Transfer,1630208.34,2023-02-12,Completed
T05704,79,561,Bill Payment,48054.89,2023-12-19,Pending
T05705,190,398,Withdrawal,204111.67,2025-04-21,Completed
T05706,360,612,Transfer,2053048.62,2025-01-26,Completed
T05707,339,445,Deposit,1780692.08,2024-06-30,Failed
T05708,429,251,Bill Payment,8339.95,2023-11-09,Completed
T05709,457,536,Deposit,637022.36,2023-07-25,Failed
T05710,333,619,Transfer,2083061.49,2022-10-13,Pending
T05711,492,514,Withdrawal,3796388.68,2022-10-16,Pending
T05712,378,154,Deposit,378630.59,2025-03-20,Pending
T05713,150,681,Deposit,137292.97,2024-12-24,Completed
T05714,220,332,Withdrawal,1389392.71,2023-04-06,Pending
T05715,481,31,Bill Payment,32233,2024-12-20,Failed
T05716,347,622,Transfer,850508.97,2022-10-16,Failed
T05717,499,280,Bill Payment,43251.05,2024-05-09,Completed
T05718,242,55,Deposit,117591.1,2025-07-17,Completed
T05719,344,274,Deposit,1620321.57,2023-08-20,Failed
T05720,73,553,Deposit,1377592.3,2025-09-07,Completed
T05721,355,142,Withdrawal,2567181.29,2024-02-07,Failed
T05722,184,296,Deposit,299008.98,2024-07-01,Pending
T05723,372,145,Deposit,1061991.46,2024-04-19,Failed
T05724,256,72,Bill Payment,26281.79,2023-03-19,Pending
T05725,440,140,Bill Payment,22817.41,2023-06-02,Pending
T05726,416,653,Withdrawal,2058517.58,2024-07-27,Completed
T05727,133,228,Transfer,2987239.45,2025-07-13,Completed
T05728,84,9,Transfer,262026.17,2025-04-01,Failed
T05729,119,97,Withdrawal,2758750.68,2023-11-03,Pending
T05730,393,110,Deposit,1373393.96,2023-11-14,Completed
T05731,65,644,Withdrawal,3931722.61,2025-01-14,Pending
T05732,65,355,Deposit,574085.96,2024-07-23,Pending
T05733,247,118,Deposit,122134.1,2025-02-28,Failed
T05734,259,178,Withdrawal,277851.6,2024-04-25,Pending
T05735,256,419,Deposit,108037.32,2025-05-12,Completed
T05736,214,576,Withdrawal,2612335.58,2023-12-07,Pending
T05737,241,89,Deposit,179917.28,2025-08-27,Failed
T05738,385,180,Withdrawal,4918062.35,2024-06-13,Completed
T05739,8,582,Bill Payment,6957.51,2023-08-17,Completed
T05740,362,129,Deposit,1309900.49,2024-07-07,Pending
T05741,312,546,Transfer,35079.28,2025-02-08,Failed
T05742,205,440,Bill Payment,75167.87,2025-02-17,Completed
T05743,173,265,Transfer,1145816.08,2024-10-23,Completed
T05744,322,313,Withdrawal,4469274.43,2023-07-09,Pending
T05745,60,430,Withdrawal,4260799.03,2024-05-02,Pending
T05746,259,393,Deposit,214588.32,2025-02-19,Completed
T05747,70,341,Withdrawal,35211.04,2025-02-13,Pending
T05748,174,641,Withdrawal,4820230.34,2024-10-25,Pending
T05749,267,504,Withdrawal,1298105.44,2023-11-03,Pending
T05750,128,572,Bill Payment,8399.11,2024-01-24,Pending
T05751,477,548,Withdrawal,816746.32,2025-03-20,Pending
T05752,247,104,Withdrawal,4130424.74,2024-03-22,Failed
T05753,240,188,Bill Payment,45361.01,2025-10-04,Completed
T05754,422,522,Bill Payment,84745.67,2024-06-14,Failed
T05755,296,397,Transfer,2795681,2023-05-07,Pending
T05756,491,157,Withdrawal,1381033.66,2025-07-25,Completed
T05757,145,637,Bill Payment,88399.03,2023-04-07,Pending
T05758,441,559,Bill Payment,51112.61,2023-09-26,Pending
T05759,277,639,Transfer,1420178.3,2024-08-28,Completed
T05760,154,679,Withdrawal,2891327.3,2025-09-25,Failed
T05761,1,213,Transfer,45626.68,2023-06-13,Pending
T05762,374,112,Transfer,1502045.34,2023-03-09,Pending
T05763,85,309,Withdrawal,628644.8,2023-09-03,Pending
T05764,318,279,Withdrawal,1538690.05,2024-12-02,Pending
T05765,60,430,Bill Payment,54813.61,2024-06-18,Completed
T05766,174,155,Deposit,672888.71,2024-03-13,Failed
T05767,199,444,Transfer,1814001.44,2025-02-06,Pending
T05768,153,168,Transfer,770705.34,2025-05-15,Completed
T05769,239,18,Bill Payment,66026.49,2025-09-21,Pending
T05770,288,290,Deposit,1532946.66,2025-09-02,Completed
T05771,460,687,Bill Payment,77433.6,2022-12-24,Failed
T05772,261,564,Deposit,1062627.23,2023-06-11,Pending
T05773,275,256,Deposit,1714420.47,2024-05-31,Pending
T05774,235,240,Transfer,676429.24,2025-06-18,Failed
T05775,267,601,Transfer,1501578.16,2022-10-13,Failed
T05776,474,184,Deposit,1056706.06,2023-02-23,Pending
T05777,267,601,Bill Payment,53730.35,2023-05-18,Pending
T05778,195,415,Transfer,2598580.94,2024-10-06,Completed
T05779,232,356,Deposit,1633209.07,2025-04-24,Completed
T05780,63,187,Deposit,322415.23,2024-08-11,Pending
T05781,234,319,Withdrawal,3282901.09,2023-02-18,Pending
T05782,303,85,Withdrawal,1236425.65,2023-01-12,Completed
T05783,199,122,Bill Payment,5190.67,2023-11-17,Failed
T05784,378,541,Bill Payment,518.71,2023-09-14,Completed
T05785,324,509,Withdrawal,503300.09,2024-05-03,Failed
T05786,246,658,Bill Payment,5381.85,2023-02-06,Completed
T05787,132,208,Withdrawal,313347.4,2025-05-08,Failed
T05788,92,207,Deposit,1189551.67,2022-12-02,Failed
T05789,305,607,Deposit,160823.72,2024-05-24,Pending
T05790,156,34,Deposit,420108.28,2024-06-18,Pending
T05791,446,120,Withdrawal,535582.18,2025-05-15,Failed
T05792,324,509,Deposit,1179593.17,2025-07-20,Pending
T05793,327,668,Bill Payment,4654.16,2024-12-22,Failed
T05794,58,108,Bill Payment,88422.2,2023-12-24,Completed
T05795,429,364,Deposit,1443656.2,2025-04-20,Pending
T05796,59,101,Transfer,2536280.31,2023-01-02,Failed
T05797,250,478,Transfer,2602073.44,2023-07-04,Completed
T05798,65,644,Deposit,154544.11,2025-06-25,Pending
T05799,340,349,Withdrawal,1689147.99,2024-11-10,Completed
T05800,228,123,Deposit,945360.22,2024-08-16,Completed
T05801,128,572,Bill Payment,52306.37,2022-10-21,Completed
T05802,476,483,Withdrawal,3897168.73,2023-08-14,Failed
T05803,41,58,Withdrawal,2340273.35,2025-07-21,Pending
T05804,470,109,Bill Payment,2846.29,2024-12-17,Failed
T05805,489,525,Deposit,1558504.87,2023-12-23,Pending
T05806,483,159,Withdrawal,4468892.63,2023-08-03,Failed
T05807,357,611,Bill Payment,25206.29,2022-11-26,Pending
T05808,181,124,Withdrawal,2426338.13,2025-04-23,Completed
T05809,447,42,Bill Payment,87842.84,2024-12-06,Failed
T05810,470,109,Deposit,364531.33,2024-12-14,Pending
T05811,79,561,Deposit,1347635.96,2025-09-24,Failed
T05812,88,563,Transfer,2353242.2,2023-09-29,Pending
T05813,135,513,Deposit,29953.59,2025-05-17,Failed
T05814,182,264,Transfer,582866.89,2023-06-25,Completed
T05815,121,219,Bill Payment,96404.48,2025-08-17,Completed
T05816,8,125,Bill Payment,58549.51,2022-11-30,Pending
T05817,294,617,Bill Payment,55193.45,2024-04-15,Pending
T05818,146,266,Bill Payment,66671.54,2023-10-11,Completed
T05819,383,399,Bill Payment,68255.8,2025-07-18,Pending
T05820,189,68,Bill Payment,62012.4,2022-10-05,Completed
T05821,142,252,Transfer,2091095.88,2023-06-06,Completed
T05822,418,92,Transfer,165228.68,2023-02-16,Completed
T05823,401,417,Transfer,2470442.57,2023-12-07,Pending
T05824,265,75,Deposit,960945.27,2024-06-16,Completed
T05825,259,223,Withdrawal,1820529.41,2024-04-05,Failed
T05826,457,536,Transfer,2678417.71,2025-08-10,Completed
T05827,173,289,Withdrawal,3514378.56,2024-06-09,Failed
T05828,162,116,Withdrawal,2889858.64,2024-06-25,Pending
T05829,407,555,Transfer,1510415.96,2025-04-02,Completed
T05830,226,25,Deposit,603204.83,2023-08-12,Completed
T05831,86,436,Deposit,1628187.83,2024-12-17,Pending
T05832,123,235,Deposit,295146.52,2022-10-28,Pending
T05833,321,73,Bill Payment,47679.49,2025-10-02,Pending
T05834,261,564,Bill Payment,69858.76,2023-01-19,Pending
T05835,429,251,Withdrawal,3339065.27,2023-02-22,Failed
T05836,135,338,Withdrawal,1549981.1,2025-02-04,Completed
T05837,119,96,Deposit,652040.34,2023-12-20,Completed
T05838,473,283,Bill Payment,42119.05,2025-02-19,Completed
T05839,143,503,Bill Payment,85566.72,2025-03-28,Completed
T05840,84,328,Bill Payment,24753.51,2024-03-28,Pending
T05841,322,329,Deposit,274063.07,2024-03-27,Completed
T05842,290,460,Bill Payment,33018.63,2023-12-08,Completed
T05843,172,138,Withdrawal,2961784.38,2023-09-21,Failed
T05844,466,510,Deposit,683061.64,2025-05-03,Pending
T05845,483,159,Bill Payment,85422.78,2023-08-03,Failed
T05846,324,47,Bill Payment,16161.54,2024-09-10,Failed
T05847,259,393,Deposit,307439.82,2024-06-23,Pending
T05848,37,446,Transfer,2315219.77,2025-03-16,Pending
T05849,285,474,Bill Payment,14220.51,2022-10-12,Pending
T05850,26,67,Bill Payment,10264.39,2023-11-14,Pending
T05851,280,209,Deposit,1653906.68,2023-07-03,Pending
T05852,42,126,Transfer,1153130.1,2024-06-28,Pending
T05853,327,668,Bill Payment,53202.71,2024-11-29,Failed
T05854,320,236,Bill Payment,66491.49,2023-03-19,Completed
T05855,388,222,Deposit,973608.62,2025-02-18,Pending
T05856,141,234,Deposit,1552745.22,2023-01-25,Pending
T05857,47,304,Deposit,1681152.98,2024-11-24,Failed
T05858,164,333,Bill Payment,67204.72,2024-01-05,Pending
T05859,397,52,Withdrawal,2813549.82,2024-03-16,Pending
T05860,146,266,Bill Payment,68556.59,2023-04-04,Pending
T05861,430,152,Bill Payment,18675.06,2024-12-10,Failed
T05862,457,308,Deposit,897665.41,2023-11-09,Pending
T05863,54,257,Withdrawal,52417.7,2025-01-17,Failed
T05864,417,387,Withdrawal,719940.38,2025-03-16,Completed
T05865,300,212,Transfer,625133.33,2023-10-28,Failed
T05866,29,411,Bill Payment,41815.14,2025-09-17,Completed
T05867,47,367,Withdrawal,1090222.65,2024-08-22,Failed
T05868,60,442,Bill Payment,60777.41,2024-05-12,Pending
T05869,90,688,Deposit,1594763.54,2025-02-25,Failed
T05870,457,536,Bill Payment,59173.05,2024-10-25,Completed
T05871,416,181,Deposit,1387996.46,2023-10-17,Pending
T05872,121,241,Transfer,18576.29,2024-03-15,Completed
T05873,111,538,Withdrawal,2371852.58,2024-09-16,Failed
T05874,375,429,Deposit,1914007.69,2025-08-28,Pending
T05875,357,611,Bill Payment,42963.52,2024-09-19,Pending
T05876,213,10,Transfer,575960.23,2025-04-03,Failed
T05877,183,330,Bill Payment,45078.16,2022-11-16,Failed
T05878,262,486,Bill Payment,50031.16,2024-10-22,Pending
T05879,467,353,Transfer,476776.27,2023-04-03,Completed
T05880,267,601,Deposit,482859.5,2023-11-09,Failed
T05881,146,266,Withdrawal,4225546,2023-01-17,Pending
T05882,184,216,Bill Payment,74982.96,2024-05-21,Completed
T05883,450,467,Withdrawal,902131.64,2025-06-15,Failed
T05884,416,181,Withdrawal,4718521.02,2023-09-12,Completed
T05885,37,494,Deposit,213280.49,2025-08-21,Completed
T05886,434,476,Transfer,1953920.86,2025-09-28,Pending
T05887,86,437,Deposit,1937439.66,2023-09-27,Completed
T05888,254,434,Withdrawal,286973.63,2024-02-07,Pending
T05889,131,162,Transfer,342503.12,2024-07-06,Pending
T05890,43,566,Bill Payment,57754.74,2024-04-05,Completed
T05891,156,34,Transfer,527576.4,2024-12-15,Completed
T05892,86,436,Deposit,415057.02,2025-01-14,Completed
T05893,35,192,Deposit,1797028.29,2022-10-20,Failed
T05894,423,424,Deposit,191762.89,2025-09-27,Pending
T05895,16,189,Bill Payment,26936.9,2023-11-18,Completed
T05896,26,63,Bill Payment,54682.08,2023-10-25,Completed
T05897,477,462,Bill Payment,88365.45,2023-12-25,Completed
T05898,388,222,Deposit,800424.2,2023-02-26,Completed
T05899,181,457,Deposit,1776400.43,2024-06-15,Failed
T05900,122,12,Deposit,582764.99,2025-08-16,Completed
T05901,421,214,Withdrawal,2066930.86,2024-03-19,Pending
T05902,240,188,Transfer,2750502.62,2023-01-31,Pending
T05903,184,592,Withdrawal,4264204.88,2025-02-12,Pending
T05904,476,164,Transfer,2347667.98,2023-07-09,Pending
T05905,111,248,Deposit,1080092.51,2024-10-14,Failed
T05906,156,34,Bill Payment,75647.59,2024-02-04,Pending
T05907,478,267,Deposit,312969.38,2024-04-06,Pending
T05908,261,631,Transfer,326622.77,2023-09-09,Failed
T05909,258,225,Withdrawal,636975.58,2025-03-14,Failed
T05910,131,162,Bill Payment,18100.22,2023-11-26,Completed
T05911,476,164,Deposit,1644581.79,2023-07-15,Completed
T05912,73,357,Deposit,597281.05,2025-08-31,Failed
T05913,205,440,Deposit,251314.57,2023-07-27,Pending
T05914,60,430,Bill Payment,39573.77,2024-11-18,Pending
T05915,22,176,Bill Payment,86314.96,2023-08-11,Failed
T05916,487,660,Transfer,1068015.2,2023-10-04,Completed
T05917,386,603,Bill Payment,26551.02,2023-10-16,Failed
T05918,126,642,Transfer,70673.07,2023-11-21,Failed
T05919,305,1,Bill Payment,30205.13,2023-08-22,Completed
T05920,375,429,Bill Payment,99372.36,2023-09-26,Pending
T05921,49,23,Withdrawal,223929.66,2023-08-15,Completed
T05922,74,682,Deposit,1130306.97,2023-10-27,Completed
T05923,7,610,Deposit,332224.95,2025-05-22,Completed
T05924,196,381,Transfer,2646409.08,2024-04-10,Completed
T05925,245,635,Deposit,559345.91,2023-06-04,Failed
T05926,291,587,Deposit,1169770.77,2023-03-19,Completed
T05927,103,161,Transfer,2871376.69,2023-04-09,Completed
T05928,300,212,Withdrawal,33796.15,2023-02-03,Completed
T05929,429,251,Transfer,202173.35,2025-08-19,Completed
T05930,264,384,Transfer,1032485.36,2025-07-31,Completed
T05931,297,117,Withdrawal,4946563.59,2024-11-08,Pending
T05932,364,337,Deposit,452459.63,2025-05-15,Pending
T05933,479,595,Transfer,2085580.24,2022-10-15,Completed
T05934,277,639,Withdrawal,3775510.01,2025-01-23,Completed
T05935,220,198,Withdrawal,1473421.71,2022-12-09,Completed
T05936,484,404,Withdrawal,2960885.39,2024-10-23,Completed
T05937,56,8,Deposit,693965.83,2024-05-03,Failed
T05938,192,552,Withdrawal,613121.79,2025-05-26,Pending
T05939,361,277,Deposit,323803.75,2024-02-06,Failed
T05940,451,59,Bill Payment,78029.57,2024-11-07,Failed
T05941,188,403,Transfer,2723066.73,2025-03-15,Failed
T05942,440,616,Withdrawal,4756942.85,2023-12-05,Completed
T05943,189,147,Withdrawal,4834937.3,2024-11-05,Pending
T05944,142,203,Deposit,962503.67,2023-07-16,Pending
T05945,386,603,Transfer,833926.64,2024-12-07,Completed
T05946,296,16,Bill Payment,18307.01,2023-12-14,Pending
T05947,223,657,Deposit,1132931.24,2024-06-14,Pending
T05948,46,351,Deposit,1172120.74,2023-09-15,Completed
T05949,10,406,Bill Payment,7693.75,2025-03-18,Completed
T05950,481,103,Bill Payment,37300.47,2023-04-22,Failed
T05951,29,411,Withdrawal,4720826.43,2022-12-28,Pending
T05952,108,485,Transfer,453858.74,2024-12-29,Failed
T05953,273,645,Bill Payment,25262.26,2024-07-23,Completed
T05954,200,146,Deposit,1780767.29,2024-10-17,Pending
T05955,181,124,Bill Payment,80884.29,2025-01-22,Completed
T05956,251,28,Deposit,1142378.25,2022-11-24,Completed
T05957,196,676,Transfer,946557.44,2024-11-23,Completed
T05958,361,277,Deposit,382508.2,2024-03-27,Failed
T05959,470,109,Deposit,707988.84,2024-06-07,Completed
T05960,132,340,Transfer,30294.32,2025-09-05,Completed
T05961,24,278,Withdrawal,3599256.93,2023-07-03,Completed
T05962,481,103,Deposit,599375.63,2024-09-14,Failed
T05963,429,51,Bill Payment,48562.93,2023-04-09,Failed
T05964,325,473,Withdrawal,1305380.72,2025-09-23,Failed
T05965,390,130,Transfer,2077426.2,2024-12-18,Pending
T05966,274,135,Withdrawal,4853768.4,2024-09-18,Failed
T05967,441,559,Withdrawal,3541271.72,2024-02-07,Pending
T05968,65,644,Transfer,2101385.72,2025-09-09,Failed
T05969,177,113,Withdrawal,3680032.9,2022-10-18,Completed
T05970,262,310,Bill Payment,49314.55,2022-10-23,Pending
T05971,188,505,Bill Payment,82968.53,2025-08-17,Completed
T05972,421,214,Withdrawal,3788010.9,2023-08-28,Failed
T05973,286,604,Bill Payment,35493.59,2024-05-16,Pending
T05974,122,633,Deposit,332275.35,2025-03-25,Pending
T05975,477,556,Transfer,2880125,2023-03-10,Pending
T05976,451,59,Transfer,1909801.17,2024-02-22,Pending
T05977,347,540,Withdrawal,4147882.1,2024-04-18,Failed
T05978,22,176,Transfer,2098562.48,2025-05-13,Failed
T05979,297,490,Withdrawal,2023249.43,2023-11-12,Completed
T05980,475,19,Transfer,1193996.79,2023-07-22,Completed
T05981,315,675,Withdrawal,1812700.57,2025-02-03,Completed
T05982,416,653,Transfer,2211472.91,2023-11-17,Completed
T05983,59,600,Bill Payment,16960.42,2023-10-08,Completed
T05984,465,177,Withdrawal,4348012.33,2023-11-27,Completed
T05985,470,109,Withdrawal,1763991.09,2024-10-06,Failed
T05986,358,651,Bill Payment,16883.46,2025-05-14,Pending
T05987,402,458,Withdrawal,2762800.7,2024-03-20,Completed
T05988,286,604,Transfer,2642495.25,2024-04-25,Failed
T05989,237,14,Deposit,1702237.77,2023-07-17,Completed
T05990,199,167,Withdrawal,4610368.55,2024-11-17,Completed
T05991,379,295,Withdrawal,2970514.22,2024-07-24,Completed
T05992,166,621,Bill Payment,39502.46,2023-08-28,Failed
T05993,134,455,Deposit,269190.56,2024-07-17,Pending
T05994,305,1,Transfer,2755723.06,2025-09-27,Pending
T05995,433,54,Transfer,1291210.57,2024-05-05,Completed
T05996,114,69,Bill Payment,83611.79,2024-04-24,Failed
T05997,39,41,Deposit,1434494.3,2024-06-18,Failed
T05998,355,77,Deposit,1474779.01,2023-12-13,Completed
T05999,93,589,Withdrawal,1228806,2024-09-04,Completed
T06000,192,552,Withdrawal,673209.43,2023-07-11,Pending
T06001,53,475,Deposit,174143.57,2025-03-10,Failed
T06002,133,228,Bill Payment,85232.58,2023-04-26,Failed
T06003,97,48,Bill Payment,96512.55,2025-03-17,Failed
T06004,425,148,Bill Payment,48636.77,2025-09-04,Completed
T06005,322,329,Bill Payment,28170.56,2023-09-25,Completed
T06006,375,429,Deposit,948266.25,2023-03-09,Pending
T06007,397,133,Bill Payment,28209.88,2023-11-28,Failed
T06008,296,539,Transfer,31464.94,2023-10-06,Failed
T06009,214,334,Withdrawal,2315681.14,2025-02-13,Completed
T06010,24,278,Bill Payment,9104.16,2024-08-06,Pending
T06011,315,675,Withdrawal,4287091.06,2024-05-18,Failed
T06012,400,114,Withdrawal,4915210.91,2023-08-05,Completed
T06013,299,421,Deposit,25355.4,2023-05-19,Failed
T06014,146,266,Transfer,2137797.61,2023-05-25,Pending
T06015,261,307,Withdrawal,4693517.5,2024-10-08,Failed
T06016,115,102,Bill Payment,34961.71,2022-10-20,Pending
T06017,446,120,Withdrawal,2299373.71,2023-07-06,Pending
T06018,57,482,Bill Payment,52383.55,2024-07-20,Pending
T06019,440,431,Deposit,844268.69,2024-11-19,Failed
T06020,421,214,Transfer,1813413.3,2023-05-01,Completed
T06021,277,639,Deposit,1637669.51,2025-06-10,Pending
T06022,256,72,Bill Payment,32846.6,2024-12-16,Pending
T06023,481,103,Bill Payment,2075.3,2025-01-11,Completed
T06024,45,507,Withdrawal,863005.19,2024-02-07,Failed
T06025,240,188,Deposit,1764468.52,2024-10-29,Pending
T06026,396,574,Withdrawal,2227036.34,2024-01-14,Pending
T06027,344,274,Deposit,1537280.58,2023-10-29,Completed
T06028,258,225,Transfer,1036378.69,2025-02-24,Pending
T06029,98,202,Bill Payment,57302.69,2025-03-05,Pending
T06030,399,584,Deposit,331432.84,2022-12-18,Pending
T06031,207,549,Transfer,2236199.15,2024-06-14,Pending
T06032,299,141,Bill Payment,55985.25,2023-03-07,Completed
T06033,422,288,Bill Payment,17378.36,2025-09-11,Failed
T06034,339,445,Transfer,190126.22,2023-06-15,Completed
T06035,400,4,Transfer,681795.99,2023-01-06,Pending
T06036,174,641,Transfer,1445385.52,2023-09-04,Pending
T06037,82,179,Deposit,781934.26,2023-11-04,Pending
T06038,121,241,Transfer,2340799.5,2024-10-14,Failed
T06039,251,17,Deposit,1163311.33,2025-06-09,Completed
T06040,90,489,Deposit,524069.56,2023-03-03,Pending
T06041,397,52,Transfer,1466441.89,2024-09-02,Failed
T06042,358,651,Bill Payment,73730.22,2024-03-07,Pending
T06043,133,228,Bill Payment,50568.36,2023-11-12,Failed
T06044,75,269,Transfer,637229.86,2024-04-17,Completed
T06045,10,406,Bill Payment,8327.2,2024-04-16,Pending
T06046,327,668,Transfer,2635471.57,2025-02-21,Pending
T06047,162,425,Bill Payment,13224.22,2025-02-17,Pending
T06048,235,240,Bill Payment,55389.92,2023-11-09,Completed
T06049,217,377,Transfer,2646863.01,2024-03-22,Completed
T06050,193,532,Transfer,2449521.03,2022-11-04,Failed
T06051,204,624,Deposit,1876795.72,2024-07-05,Completed
T06052,249,464,Bill Payment,92457.83,2023-04-11,Completed
T06053,357,591,Deposit,22680.4,2024-04-02,Failed
T06054,157,316,Transfer,123508.59,2025-08-25,Pending
T06055,224,666,Bill Payment,2141.34,2025-05-02,Completed
T06056,357,373,Bill Payment,75314.59,2023-08-10,Pending
T06057,253,35,Transfer,2698326.12,2025-03-19,Completed
T06058,159,254,Bill Payment,26774.21,2025-03-17,Pending
T06059,305,607,Withdrawal,1057158.87,2025-07-10,Pending
T06060,474,495,Bill Payment,66620.6,2025-07-09,Completed
T06061,195,415,Bill Payment,70114.22,2025-01-18,Completed
T06062,179,562,Withdrawal,915998.93,2023-07-03,Completed
T06063,440,431,Bill Payment,88796.47,2023-12-21,Pending
T06064,93,589,Transfer,2328416.52,2024-04-08,Failed
T06065,251,17,Bill Payment,50857.72,2024-02-22,Failed
T06066,60,442,Transfer,654480.95,2025-08-15,Pending
T06067,202,693,Deposit,774728.05,2024-12-05,Completed
T06068,291,587,Bill Payment,20514.6,2024-10-31,Failed
T06069,388,174,Bill Payment,98742.4,2024-08-29,Completed
T06070,223,323,Transfer,2544557.5,2023-02-03,Failed
T06071,416,653,Transfer,1713219.61,2024-05-18,Completed
T06072,71,121,Bill Payment,5962.4,2025-05-15,Failed
T06073,395,575,Bill Payment,76522.92,2023-12-24,Completed
T06074,441,559,Bill Payment,68311.12,2024-09-24,Pending
T06075,481,31,Bill Payment,39136.34,2025-06-12,Completed
T06076,26,63,Deposit,804737.18,2023-05-18,Completed
T06077,184,592,Deposit,949395.85,2023-06-22,Failed
